KO id,KO_conf_final,KO_conf_raw,hmm_len,ORF_name,ORF_len,E-value,score,domain_evalue,domain_score,hmm from,hmm to,ali from,ali to,ORF_best_match,ORF_best_match_score,kofam_score_threshold,is_outcompeted,KO_annotation_conf,flag_is_dubious,flag_is_below_kofam_threshold,KO_Neighbors,KO_Neighbor_Count,Modules,KO_count,KO_Background_Freq
K18349,1.0,1.0,233.0,SAMD00000344.contig00026_10,233.0,2.6e-87,289.1,3e-87,289.0,5.0,232.0,2.0,227.0,K18349,289.1,302.4,False,1.0,False,True,"K18856,K18866",2,M00652,3426,0.16
K18350,1.0,1.0,459.0,SAMD00000344.contig00026_7,459.0,1.6e-93,311.3,1.7999999999999999e-93,311.1,48.0,419.0,4.0,375.0,K18350,311.3,267.83,False,1.0,False,False,"K18856,K18866",2,M00652,3646,0.17
K18351,0.218,0.004,434.0,SAMD00000344.contig00009_39,434.0,1e-44,149.8,1.3000000000000002e-44,149.4,90.0,389.0,184.0,489.0,K18940,527.2,304.07,True,2.4619523121018423e-114,False,True,"K15739,K18347",2,M00651,1555,0.073
K18352,0.22,0.004,227.0,SAMD00000344.contig00009_40,227.0,2.1000000000000003e-44,148.6,2.5e-44,148.3,2.0,218.0,3.0,227.0,K18941,327.2,318.03,True,1.7220381731451718e-54,False,True,"K15739,K18347",2,M00651,1520,0.071
K18353,0.446,0.279,384.0,SAMD00000344.contig00028_11,384.0,5.7e-05,19.6,0.00019,17.9,123.0,334.0,3.0,250.0,K01142,362.7,115.3,True,5.207250635497452e-104,False,True,"K15739,K18347,K18354",3,M00651,13515,0.632
K18354,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00651,830,0.039
K18364,0.003,0.003,260.0,SAMD00000344.contig00010_15,260.0,1e-41,140.3,1.1999999999999999e-41,140.0,7.0,257.0,15.0,264.0,K02509,231.9,357.53,True,2.664725004642839e-28,False,True,,0,M00569,1301,0.061
K18365,0.014,0.014,343.0,SAMD00000344.contig00021_2,343.0,1e-08,31.6,7.5e-08,28.8,150.0,263.0,688.0,799.0,K01958,1831.2,552.83,True,0.0,False,True,,0,M00569,3002,0.14
K18366,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00569,1198,0.056
K18373,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18375,K18376,K18378,K18379",4,M00660,360,0.017
K18374,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18375,K18376,K18378,K18379",4,M00660,350,0.016
K18375,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18376,K18378,K18379,K18381",4,M00660,87,0.004
K18376,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18373,K18374,K18375,K18378,K18379,K18380,K18381",7,M00660,286,0.013
K18377,0.009,0.009,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18375,K18376,K18378,K18379",4,M00660,2428,0.113
K18378,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18375,K18376,K18379",3,M00660,76,0.004
K18379,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18373,K18374,K18375,K18376,K18378,K18380,K18381",7,M00660,251,0.012
K18380,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18375,K18376,K18378,K18379",4,M00660,366,0.017
K18381,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18375,K18376,K18378,K18379",4,M00660,341,0.016
K18472,0.002,0.002,474.0,SAMD00000344.contig00022_28,474.0,7.7e-14,48.4,1.2e-13,47.7,26.0,169.0,80.0,230.0,K01963,342.4,610.07,True,3.141819817790609e-89,False,True,"K00667,K01964",2,"M00082,M00741,M00885,M00886",1145,0.054
K18473,0.001,0.001,637.0,SAMD00000344.contig00022_32,637.0,6.1000000000000005e-30,101.3,9.900000000000001e-30,100.6,187.0,547.0,70.0,400.0,K09458,519.1,602.0,True,1.6969451759956946e-126,False,True,,0,M00082,721,0.034
K18513,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00746,0,0.0
K18532,0.0,0.0,381.0,SAMD00000344.contig00002_101,381.0,1.2e-06,25.4,0.00045,16.9,51.0,115.0,155.0,237.0,K03696,1181.8,69.97,True,0.0,False,True,,0,M00049,304,0.014
K18533,0.001,0.001,1801.0,SAMD00000344.contig00002_130,1801.0,5.6e-13,44.1,1e-12,43.2,1261.0,1374.0,6.0,120.0,K00939,231.3,299.7,True,4.39569540769945e-57,False,True,,0,"M00049,M00050,M00052,M00053,M00938",768,0.036
K18534,0.164,0.164,340.0,SAMD00000344.contig00011_32,340.0,5.399999999999999e-25,85.8,6.6e-25,85.5,88.0,200.0,43.0,158.0,K03183,308.4,331.4,True,9.788653717039335e-68,False,True,"K05928,K09833,K12502",3,M00112,10357,0.484
K18550,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00958,0,0.0
K18649,0.015,0.015,368.0,SAMD00000344.contig00010_2,368.0,1.3e-26,90.8,1.5e-26,90.5,127.0,353.0,26.0,251.0,K01092,175.9,246.1,True,2.411833754598735e-26,False,True,,0,M00026,3179,0.149
K18652,0.0,0.0,350.0,SAMD00000344.contig00017_48,350.0,7.6e-17,58.5,1.3e-16,57.7,1.0,218.0,1.0,222.0,K22230,342.6,209.87,True,3.0017756605058423e-86,False,True,"K18653,K18654",2,M00877,153,0.007
K18653,0.0,0.0,441.0,SAMD00000344.contig00012_61,441.0,3.5000000000000003e-44,148.4,4.3e-44,148.1,102.0,439.0,31.0,374.0,K19430,564.1,486.63,True,7.274963228044564e-126,False,True,"K18652,K18654",2,M00877,152,0.007
K18654,0.0,0.0,277.0,SAMD00000344.contig00016_32,277.0,8.4e-11,38.8,1.6e-10,38.0,196.0,274.0,190.0,268.0,K22223,103.8,276.27,True,2.7096325353236753e-20,False,True,"K18652,K18653",2,M00877,363,0.017
K18686,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K22998,1,M00921,18,0.001
K18689,0.0,0.0,323.0,SAMD00000344.contig00003_18,323.0,3.8e-23,78.9,4.5000000000000003e-23,78.6,1.0,307.0,1.0,312.0,K01597,340.2,325.6,True,2.1921089388162383e-79,False,True,,0,M00849,0,0.0
K18690,0.104,0.104,203.0,SAMD00000344.contig00001_127,203.0,0.0047,13.7,26.0,1.5,138.0,199.0,127.0,182.0,K03729,16.8,259.8,True,0.10444750315159095,False,True,,0,M00849,24,0.001
K18766,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00627,275,0.013
K18768,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,1109,0.052
K18780,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18972,K19320",2,M00851,86,0.004
K18781,0.0,0.0,266.0,SAMD00000344.contig00024_16,266.0,0.0016,14.8,0.002,14.5,80.0,172.0,29.0,120.0,K17837,65.7,544.13,True,4.759630015476639e-16,False,True,,0,M00851,97,0.005
K18782,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,97,0.005
K18793,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K18794,1,M00851,13,0.001
K18794,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,6,0.0
K18800,0.059,0.059,564.0,SAMD00000344.contig00022_16,564.0,3.6e-06,22.8,23.0,0.3,142.0,177.0,6.0,43.0,K00529,324.4,475.8,True,1.6193893101760463e-91,False,True,,0,M00117,6217,0.291
K18856,0.0,0.0,349.0,SAMD00000344.contig00005_69,349.0,1.1999999999999999e-75,251.7,1.6e-75,251.2,3.0,347.0,6.0,351.0,K01921,337.1,443.27,True,1.9590177467856252e-26,False,True,,0,M00652,507,0.024
K18859,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00009,M00011,M00149",0,0.0
K18860,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00009,M00011,M00149,M00374",0,0.0
K18861,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00374,M00375",0,0.0
K18866,0.0,0.0,254.0,SAMD00000344.contig00019_1,254.0,1.6999999999999998e-31,106.3,2.3e-31,105.9,14.0,194.0,44.0,231.0,K07260,195.1,238.93,True,1.8558222830568133e-27,False,True,,0,M00652,478,0.022
K18898,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K18899,1,M00697,1233,0.058
K18899,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00697,87,0.004
K18900,0.123,0.123,424.0,SAMD00000344.contig00001_4,424.0,2.5e-33,112.8,3.6e-33,112.3,98.0,224.0,2.0,128.0,K14057,137.9,338.5,True,2.780063723368672e-08,False,True,,0,M00698,8982,0.42
K18901,0.021,0.021,429.0,SAMD00000344.contig00013_33,429.0,6e-06,22.6,2.4,4.1,218.0,261.0,50.0,100.0,K12293,312.3,450.33,True,6.188854266230613e-88,False,True,,0,M00698,3723,0.174
K18902,0.017,0.017,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00698,3324,0.155
K18903,0.022,0.022,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00698,3805,0.178
K18906,0.002,0.002,142.0,SAMD00000344.contig00007_6,142.0,2.1999999999999997e-25,86.4,2.8e-25,86.1,4.0,138.0,8.0,142.0,K23775,145.4,166.3,True,1.7347234759768011e-18,False,True,,0,"M00700,M00702,M00704",1166,0.054
K18907,0.003,0.003,476.0,SAMD00000344.contig00013_47,476.0,2.9999999999999996e-76,254.1,3.6e-76,253.9,111.0,475.0,24.0,393.0,K05825,550.0,396.3,True,8.418297761946293e-90,False,True,,0,"M00700,M00702",1451,0.068
K18908,1.0,1.0,453.0,SAMD00000344.contig00011_17,453.0,2.8e-108,359.6,3.3e-108,359.4,33.0,436.0,1.0,405.0,K18908,359.6,535.1,False,1.0,False,True,,0,M00705,10530,0.492
K18909,1.0,1.0,143.0,SAMD00000344.contig00012_28,143.0,6.8e-38,126.8,7.600000000000001e-38,126.6,8.0,130.0,5.0,128.0,K18909,126.8,115.4,False,1.0,False,False,,0,M00705,6517,0.305
K18931,0.001,0.001,504.0,SAMD00000344.contig00001_90,504.0,3.7000000000000005e-71,237.1,4.7e-71,236.7,90.0,476.0,5.0,403.0,K00756,657.0,596.53,True,3.9582645850833194e-127,False,True,,0,M00968,986,0.046
K18938,0.0,0.0,188.0,SAMD00000344.contig00002_102,188.0,1.9e-14,50.9,2.5e-14,50.5,2.0,71.0,9.0,78.0,K18135,112.6,220.7,True,2.66943173809011e-19,False,True,,0,M00714,478,0.022
K18970,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,15,0.001
K18971,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,9,0.0
K18972,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,31,0.001
K18976,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,51,0.002
K18978,0.0,0.0,504.0,SAMD00000344.contig00002_191,504.0,2.7e-108,359.8,3.3e-108,359.5,20.0,491.0,4.0,477.0,K07248,692.4,566.1,True,7.540904523553345e-101,False,True,,0,"M00308,M00633",13,0.001
K19068,0.005,0.005,368.0,SAMD00000344.contig00012_58,368.0,6e-12,42.3,1.5e-11,41.0,3.0,236.0,280.0,540.0,K24300,639.3,178.8,True,1.9279358920823535e-180,False,True,,0,M00923,1896,0.089
K19077,0.0,0.0,342.0,SAMD00000344.contig00004_15,342.0,7.000000000000001e-29,98.1,3.3e-26,89.3,94.0,323.0,191.0,436.0,K11357,210.9,429.93,True,1.1061538537223394e-34,False,True,,0,"M00725,M00726,M00730",554,0.026
K19078,0.0,0.0,224.0,SAMD00000344.contig00009_40,224.0,1.8e-47,158.8,2.0999999999999998e-47,158.6,2.0,222.0,3.0,226.0,K18941,327.2,365.57,True,2.0255768747356003e-51,False,True,,0,"M00725,M00726,M00730",488,0.023
K19079,0.0,0.0,253.0,SAMD00000344.contig00005_75,253.0,8.2e-64,212.4,9.2e-64,212.2,3.0,186.0,6.0,190.0,K11631,265.6,460.9,True,9.664906595963935e-17,False,True,,0,M00730,277,0.013
K19080,0.0,0.0,629.0,SAMD00000344.contig00005_74,629.0,1.3e-13,47.3,1.9e-07,27.0,10.0,328.0,9.0,324.0,K11632,238.0,928.1,True,3.922652412671354e-58,False,True,,0,M00730,281,0.013
K19099,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,74,0.003
K19102,0.0,0.0,3570.0,SAMD00000344.contig00029_11,3570.0,3.8e-18,60.4,2.2e-05,18.1,2467.0,2581.0,381.0,495.0,K22133,447.6,6567.27,True,2.7523985960933588e-117,False,True,K19105,1,M00736,187,0.009
K19103,0.0,0.0,1927.0,SAMD00000344.contig00029_11,1927.0,1.6e-18,62.2,2.8e-14,48.2,165.0,536.0,142.0,502.0,K22133,447.6,3960.33,True,9.584408592978498e-117,False,True,K19105,1,M00736,24,0.001
K19104,0.0,0.0,297.0,SAMD00000344.contig00011_32,297.0,5.7e-07,26.1,8.4e-07,25.5,149.0,254.0,43.0,153.0,K03183,308.4,215.9,True,1.0452789968568215e-85,False,True,K19105,1,M00736,137,0.006
K19105,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00736,5,0.0
K19106,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K19103,1,M00736,596,0.028
K19185,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19186,K19187,K19818,K19819,K19820,K19826",6,M00810,685,0.032
K19186,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19818,K19820",2,M00810,27,0.001
K19187,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19186,K19818,K19820",3,M00810,83,0.004
K19188,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19186,K19818,K19820,K19826",4,M00810,205,0.01
K19211,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,49,0.002
K19216,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,147,0.007
K19221,0.177,0.177,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00122,10772,0.503
K19222,0.176,0.176,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K14759,K14760",2,"M00116,M00932",10722,0.501
K19243,0.001,0.001,253.0,SAMD00000344.contig00004_31,253.0,3.5e-20,69.8,1.7e-19,67.5,1.0,183.0,1.0,180.0,K12448,424.7,262.83,True,1.45707285758293e-107,False,True,,0,"M00004,M00006",761,0.036
K19268,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00740,952,0.044
K19280,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00740,27,0.001
K19281,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00740,10,0.0
K19282,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00012,M00740",0,0.0
K19298,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00856,58,0.003
K19312,0.0,0.0,516.0,SAMD00000344.contig00022_28,516.0,7.2e-16,54.9,1.7e-15,53.7,70.0,202.0,97.0,230.0,K01963,342.4,960.37,True,2.8436506859853434e-87,False,True,,0,M00741,54,0.003
K19316,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,238,0.011
K19318,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,45,0.002
K19319,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K18794,1,M00851,35,0.002
K19320,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,8,0.0
K19321,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00851,5,0.0
K19322,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K18971,K18972",2,M00851,55,0.003
K19412,0.0,0.0,284.0,SAMD00000344.contig00006_16,284.0,4.2e-12,42.9,0.0039,13.5,82.0,134.0,121.0,173.0,K01955,1656.9,362.43,True,0.0,False,True,,0,M00763,40,0.002
K19515,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K07537,K07538,K07539,K19516",4,M00541,15,0.001
K19516,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K07537,K07538,K07539,K19515",4,M00541,15,0.001
K19546,1.0,1.0,201.0,SAMD00000344.contig00019_2,201.0,6.6e-15,52.1,1.2e-14,51.2,22.0,195.0,3.0,175.0,K19546,52.1,182.63,False,1.0,False,True,"K19549,K19550",2,M00787,585,0.027
K19547,0.019,0.019,225.0,SAMD00000344.contig00019_17,225.0,5.6e-06,22.7,6.4e-06,22.5,27.0,88.0,30.0,94.0,K01569,29.0,141.1,True,0.01252272580534351,False,True,"K19549,K19550",2,M00787,2107,0.098
K19548,0.001,0.001,251.0,SAMD00000344.contig00012_38,251.0,4.500000000000001e-74,246.1,5.1000000000000005e-74,245.9,2.0,251.0,3.0,244.0,K00038,369.4,295.5,True,7.638384826868901e-38,False,True,"K19549,K19550",2,M00787,595,0.028
K19549,0.0,0.0,399.0,SAMD00000344.contig00006_24,399.0,3.2999999999999997e-137,454.7,3.7e-137,454.5,1.0,389.0,1.0,390.0,K08969,596.2,688.5,True,2.536621175271336e-43,False,True,K19550,1,M00787,52,0.002
K19550,0.0,0.0,256.0,SAMD00000344.contig00014_43,256.0,1.4e-34,116.5,1.6e-34,116.3,3.0,253.0,4.0,256.0,K03366,337.4,388.33,True,3.180342975506621e-67,False,True,K19549,1,M00787,74,0.003
K19560,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00572,94,0.004
K19561,0.0,0.0,306.0,SAMD00000344.contig00002_86,306.0,0.00043,16.4,0.00058,16.0,71.0,159.0,36.0,125.0,K01432,28.3,548.17,True,0.0002578196403076775,False,True,,0,M00572,69,0.003
K19562,0.0,0.0,838.0,SAMD00000344.contig00014_1,838.0,7e-15,51.3,0.00041,15.7,368.0,486.0,47.0,153.0,K20708,820.1,538.33,True,3.6994684979639514e-232,False,True,,0,M00123,26,0.001
K19563,0.001,0.001,448.0,SAMD00000344.contig00014_1,448.0,4.7000000000000005e-60,200.5,6.2e-60,200.1,27.0,439.0,29.0,430.0,K20708,820.1,787.0,True,3.032596899349297e-187,False,True,,0,"M00123,M00573,M00577",717,0.034
K19572,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00958,100,0.005
K19591,0.224,0.223,245.0,SAMD00000344.contig00001_55,245.0,2e-31,106.9,2.3e-31,106.7,46.0,169.0,4.0,129.0,K08365,163.4,155.87,True,9.81307786624069e-18,False,True,"K19593,K19595",2,M00769,12092,0.565
K19593,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K19594,1,M00769,120,0.006
K19594,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K19593,1,M00769,348,0.016
K19595,0.001,0.001,396.0,SAMD00000344.contig00022_31,396.0,0.00013,17.9,0.00014,17.8,62.0,100.0,101.0,140.0,K02160,151.2,470.53,True,7.459360182489234e-41,False,True,K19593,1,M00769,744,0.035
K19700,0.014,0.014,474.0,SAMD00000344.contig00002_191,474.0,1.2e-81,271.9,1.6000000000000002e-81,271.5,6.0,471.0,8.0,477.0,K07248,692.4,995.03,True,2.6114807164747813e-127,False,True,"K18276,K20171,K20172",3,M00811,3052,0.143
K19744,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00947,963,0.045
K19746,0.011,0.011,454.0,SAMD00000344.contig00003_41,454.0,1.2e-15,54.9,1.6e-15,54.4,11.0,362.0,3.0,349.0,K03153,196.5,215.6,True,2.3667512435590667e-43,False,True,,0,M00947,2632,0.123
K19793,0.057,0.057,382.0,SAMD00000344.contig00032_2,382.0,1.5e-99,330.4,1.9e-99,330.1,29.0,380.0,31.0,388.0,K15849,338.8,431.8,True,0.0029516263676973593,False,True,K07072,1,M00935,5949,0.278
K19818,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19186,K19820",2,M00810,12,0.001
K19819,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19186,K19818,K19820",3,M00810,89,0.004
K19820,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19186,K19818",2,M00810,12,0.001
K19826,0.0,0.0,427.0,SAMD00000344.contig00022_6,427.0,0.0055,12.6,19.0,1.0,190.0,223.0,97.0,130.0,K00383,400.5,560.5,True,1.7000616941846947e-117,False,True,"K19186,K19818,K19820",3,M00810,38,0.002
K19853,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K19854,1,M00796,139,0.006
K19854,0.0,0.0,408.0,SAMD00000344.contig00012_61,408.0,4.9000000000000003e-36,121.5,5.9e-36,121.3,47.0,379.0,32.0,366.0,K19430,564.1,,True,5.809301531870254e-134,False,True,,0,M00796,14,0.001
K19855,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K17625,1,M00795,1268,0.059
K19856,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K19857,1,M00799,532,0.025
K19857,0.0,0.0,343.0,SAMD00000344.contig00009_91,343.0,0.00034,16.9,0.042,10.0,27.0,90.0,6.0,75.0,K25787,146.4,,True,1.0390000333911033e-39,False,True,,0,M00799,5,0.0
K19890,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00810,47,0.002
K19965,0.001,0.001,169.0,SAMD00000344.contig00001_128,169.0,1.2e-07,28.9,1.7e-07,28.4,48.0,119.0,6.0,82.0,K01518,129.9,182.83,True,3.944304526104877e-31,False,True,,0,M00126,675,0.032
K19969,0.069,0.0,404.0,SAMD00000344.contig00001_205,404.0,2.6000000000000002e-67,224.2,3.4e-67,223.9,29.0,367.0,11.0,338.0,K01735,417.7,405.4,True,5.632430447498791e-59,False,True,"K19974,K19979,K20424,K20425,K20426,K20427,K20430,K20432,K20433,K20434,K20436",11,"M00814,M00815",301,0.014
K19970,0.001,0.001,1063.0,SAMD00000344.contig00034_9,1063.0,3.1999999999999997e-25,85.7,5.4e-22,75.0,212.0,447.0,4.0,225.0,K11751,218.8,631.97,True,8.568554770955599e-41,False,True,,0,"M00958,M00959",599,0.028
K19974,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K19969,K19979,K20424,K20425",4,M00814,144,0.007
K19979,0.0,0.0,351.0,SAMD00000344.contig00009_20,351.0,3.2e-10,36.6,5.5e-10,35.8,9.0,304.0,4.0,286.0,K25026,319.5,295.97,True,6.896269526586375e-86,False,True,"K19969,K19974,K20424,K20425",4,M00814,120,0.006
K19981,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00790,400,0.019
K19982,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K14257,K19981",2,M00790,622,0.029
K20075,0.0,0.0,504.0,SAMD00000344.contig00017_20,504.0,0.00049,15.7,0.00076,15.1,23.0,64.0,8.0,49.0,K01854,553.8,987.93,True,1.0369536227484349e-162,False,True,"K20077,K20078,K20080",3,M00805,99,0.005
K20076,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20075,K20077,K20078,K20080",4,M00805,728,0.034
K20077,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20075,K20078,K20080",3,M00805,281,0.013
K20078,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20075,K20077,K20080",3,M00805,169,0.008
K20079,0.002,0.002,437.0,SAMD00000344.contig00010_40,437.0,6.7e-05,18.7,0.00012,17.9,277.0,407.0,205.0,345.0,K02563,356.1,771.4,True,2.7069451941859545e-102,False,True,"K20075,K20080",2,M00805,1118,0.052
K20080,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00805,28,0.001
K20081,0.0,0.0,276.0,SAMD00000344.contig00011_32,276.0,3.3e-20,69.9,4.1e-20,69.6,61.0,173.0,43.0,157.0,K03183,308.4,385.67,True,1.6008330212219408e-72,False,True,K20080,1,M00805,190,0.009
K20082,0.002,0.002,279.0,SAMD00000344.contig00011_32,279.0,2.9e-25,86.3,4.5e-25,85.7,64.0,177.0,43.0,158.0,K03183,308.4,319.0,True,1.384324684401085e-67,False,True,"K20075,K20078,K20080",3,M00805,994,0.046
K20086,0.0,0.0,430.0,SAMD00000344.contig00017_20,430.0,0.0057,12.7,0.008,12.2,6.0,65.0,5.0,60.0,K01854,553.8,611.87,True,1.2961920284355364e-163,False,True,"K20087,K20088,K20089,K20090",4,M00808,67,0.003
K20087,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20086,K20088,K20089,K20090",4,M00808,127,0.006
K20088,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20086,K20087,K20089,K20090",4,M00808,66,0.003
K20089,0.0,0.0,373.0,SAMD00000344.contig00003_63,373.0,1.2e-05,21.4,0.00013,18.0,1.0,56.0,1.0,57.0,K17869,813.4,656.93,True,3.839223843573258e-239,False,True,"K20086,K20087,K20088,K20090",4,M00808,62,0.003
K20090,0.0,0.0,429.0,SAMD00000344.contig00017_20,429.0,0.0027,14.0,66.0,-0.5,258.0,297.0,182.0,218.0,K01854,553.8,758.1,True,3.191599148861277e-163,False,True,"K20086,K20087,K20088,K20089",4,M00808,65,0.003
K20155,0.0,0.0,411.0,SAMD00000344.contig00017_20,411.0,0.00025,17.2,0.00037,16.7,10.0,70.0,7.0,64.0,K01854,553.8,381.33,True,2.932947753685426e-162,False,True,"K19818,K19820",2,M00810,47,0.002
K20156,0.007,0.007,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20159,K21175,K21176,K21179",4,M00826,2196,0.103
K20158,0.0,0.0,443.0,SAMD00000344.contig00017_20,443.0,1.8e-07,27.2,2.6e-07,26.7,12.0,79.0,7.0,75.0,K01854,553.8,316.63,True,3.003338499773932e-159,False,True,K20169,1,M00811,323,0.015
K20159,0.0,0.0,501.0,SAMD00000344.contig00008_62,501.0,8.8e-68,226.2,1.2e-67,225.8,133.0,495.0,113.0,474.0,K01657,447.3,641.43,True,2.7686493688020962e-67,False,True,"K21175,K21176,K21179",3,M00826,185,0.009
K20169,0.0,0.0,478.0,SAMD00000344.contig00017_20,478.0,2.6e-08,30.0,3.5e-08,29.6,49.0,120.0,3.0,81.0,K01854,553.8,982.5,True,2.09164641819767e-158,False,True,,0,M00811,81,0.004
K20170,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00811,1066,0.05
K20171,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K20172,1,M00811,16,0.001
K20172,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K20171,1,M00811,26,0.001
K20204,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K17835,1,M00905,426,0.02
K20260,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K20261,K20262,K21103",3,M00835,252,0.012
